file	axeyum	axeyum_s	axeyum_k	status
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_0.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.609556.smt2	unknown	2.01	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_218.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.614216.smt2	unknown	5.51	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_5.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.618857.smt2	unknown	1.61	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_0.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.657621.smt2	unknown	0.11	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_12.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.682484.smt2	unknown	0.11	ok	unsat
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_49.smt2	unknown	23.83	ok	unknown
AUFLIRA/FFT/smtlib.708311.smt2	unknown	24.33	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0237.i_5.smt2	unknown	23.83	ok	unknown
AUFLIRA/FFT/smtlib.715376.smt2	unknown	0.31	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_parent_ptr.i_4.smt2	unknown	24.13	ok	unknown
AUFLIRA/FFT/smtlib.752395.smt2	unknown	2.51	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_0.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.757001.smt2	unknown	2.81	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_5.smt2	unknown	24.13	ok	unknown
AUFLIRA/FFT/smtlib.765089.smt2	unknown	2.21	ok	unknown
ALIA/piVC/piVC_0df790.smt2	unknown	0.31	ok	unsat
AUFLIRA/FFT/smtlib.769670.smt2	unknown	1.81	ok	unknown
ALIA/piVC/piVC_14672f.smt2	unsat	0.11	ok	unsat
AUFLIRA/FFT/smtlib.782172.smt2	unknown	6.41	ok	unknown
ALIA/piVC/piVC_3240b6.smt2	unknown	9.52	ok	unsat
AUFLIRA/FFT/smtlib.786957.smt2	unknown	2.21	ok	unknown
ALIA/piVC/piVC_577945.smt2	unknown	0.51	ok	unsat
AUFLIRA/FFT/smtlib.794787.smt2	unknown	2.21	ok	unknown
ALIA/piVC/piVC_647bf6.smt2	unknown	9.52	ok	unsat
AUFLIRA/FFT/smtlib.799329.smt2	unknown	13.02	ok	unknown
ALIA/piVC/piVC_6c37d0.smt2	unsat	0.11	ok	unsat
AUFLIRA/FFT/smtlib.807408.smt2	unknown	2.61	ok	unknown
ALIA/piVC/piVC_8894c1.smt2	unknown	0.31	ok	unsat
AUFLIRA/FFT/smtlib.811950.smt2	unknown	10.32	ok	unknown
ALIA/piVC/piVC_982830.sat.smt2	unknown	0.11	ok	sat
AUFLIRA/FFT/smtlib.823849.smt2	unknown	1.61	ok	unknown
ALIA/piVC/piVC_ac01b1.smt2	unknown	0.41	ok	unsat
AUFLIRA/FFT/smtlib.835417.smt2	unknown	7.92	ok	unknown
ALIA/piVC/piVC_bd0142.smt2	unknown	10.52	ok	unsat
AUFLIRA/FFT/smtlib.846927.smt2	unknown	2.41	ok	unknown
ALIA/piVC/piVC_c5a79f.smt2	unknown	0.51	ok	unsat
AUFLIRA/FFT/smtlib.862596.smt2	unknown	2.51	ok	unknown
ALIA/piVC/piVC_cfcef5.smt2	unknown	2.11	ok	unsat
AUFLIRA/FFT/smtlib.866915.smt2	unknown	14.12	ok	unknown
ALIA/piVC/piVC_dab5a0.smt2	unknown	16.02	ok	unsat
AUFLIRA/FFT/smtlib.874497.smt2	unknown	3.11	ok	unknown
ALIA/piVC/piVC_ffb7db.smt2	unknown	16.12	ok	unsat
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test12-1.i_6.smt2	unknown	23.73	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test12-1.i_8.smt2	unknown	0.11	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test12-2.i_11.smt2	unknown	0.21	ok	unknown
ABV/20230321-UltimateAutomizerSvcomp2023/memleaks_test13.i_1.smt2	unknown	0.21	ok	unknown
