file	axeyum	axeyum_s	axeyum_k	status
AUFLIRA/FFT/smtlib.608910.smt2	unknown	5.71	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_2.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.613529.smt2	unknown	4.51	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/length_test03-1.i_4.smt2	unknown	1.61	ok	unknown
AUFLIRA/FFT/smtlib.618174.smt2	unknown	3.81	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/split_list_test05-2.i_8.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.633742.smt2	unknown	25.03	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_11.smt2	unknown	0.11	ok	unknown
AUFLIRA/FFT/smtlib.666029.smt2	unknown	0.21	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0234-1.i_40.smt2	unknown	0.21	ok	unknown
AUFLIRA/FFT/smtlib.708210.smt2	unknown	0.11	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/test-0237.i_13.smt2	unknown	23.73	ok	unknown
AUFLIRA/FFT/smtlib.715261.smt2	unknown	8.92	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_parent_ptr.i_1.smt2	unknown	24.13	ok	unknown
AUFLIRA/FFT/smtlib.748622.smt2	unknown	17.02	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_parent_ptr.i_6.smt2	unknown	24.03	ok	unknown
AUFLIRA/FFT/smtlib.756643.smt2	unknown	1.11	ok	unknown
ALIA/20230321-UltimateAutomizerSvcomp2023/tree_stack.i_4.smt2	unknown	24.14	ok	unknown
AUFLIRA/FFT/smtlib.761224.smt2	unknown	1.92	ok	unknown
ALIA/piVC/piVC_098a89.smt2	unknown	16.13	ok	unsat
AUFLIRA/FFT/smtlib.769312.smt2	unknown	1.11	ok	unknown
ALIA/piVC/piVC_13de35.smt2	unknown	10.52	ok	unsat
AUFLIRA/FFT/smtlib.778166.smt2	unknown	13.92	ok	unknown
ALIA/piVC/piVC_2551d7.smt2	unknown	1.11	ok	unsat
AUFLIRA/FFT/smtlib.786568.smt2	unknown	4.91	ok	unknown
ALIA/piVC/piVC_5581bd.smt2	unknown	14.63	ok	unsat
AUFLIRA/FFT/smtlib.790915.smt2	unknown	1.31	ok	unknown
ALIA/piVC/piVC_600bf6.smt2	unsat	0.21	ok	unsat
AUFLIRA/FFT/smtlib.798994.smt2	unknown	1.71	ok	unknown
ALIA/piVC/piVC_67ff5c.smt2	unknown	4.31	ok	unsat
AUFLIRA/FFT/smtlib.803536.smt2	unknown	6.02	ok	unknown
ALIA/piVC/piVC_849b63.smt2	unknown	6.41	ok	unsat
AUFLIRA/FFT/smtlib.811615.smt2	unknown	1.41	ok	unknown
ALIA/piVC/piVC_8bed95.smt2	unsat	0.21	ok	unsat
AUFLIRA/FFT/smtlib.819950.smt2	unknown	17.63	ok	unknown
ALIA/piVC/piVC_a04477.smt2	unknown	15.62	ok	unsat
AUFLIRA/FFT/smtlib.831561.smt2	unknown	3.61	ok	unknown
ALIA/piVC/piVC_b5f37c.smt2	unknown	0.31	ok	unsat
AUFLIRA/FFT/smtlib.839647.smt2	unknown	1.01	ok	unknown
ALIA/piVC/piVC_c0b5f5.smt2	unknown	0.31	ok	unsat
AUFLIRA/FFT/smtlib.859164.smt2	unknown	0.21	ok	unknown
ALIA/piVC/piVC_cdaaac.smt2	unknown	4.01	ok	unsat
AUFLIRA/FFT/smtlib.866582.smt2	unknown	1.61	ok	unknown
ALIA/piVC/piVC_d9dcdb.smt2	unknown	1.71	ok	unsat
AUFLIRA/FFT/smtlib.870879.smt2	unknown	1.01	ok	unknown
ALIA/piVC/piVC_f8964d.smt2	unknown	3.21	ok	unsat
AUFLIRA/FFT/smtlib.878461.smt2	unknown	2.11	ok	unknown
AUFLIRA/FFT/smtlib.882425.smt2	unknown	1.81	ok	unknown
AUFLIRA/FFT/smtlib.909355.smt2	unknown	1.41	ok	unknown
AUFLIRA/FFT/smtlib.910391.smt2	unknown	1.91	ok	unknown
AUFLIRA/FFT/smtlib.914348.smt2	unknown	2.21	ok	unknown
AUFLIRA/FFT/smtlib.918001.smt2	unknown	2.11	ok	unknown
AUFLIRA/FFT/smtlib.919037.smt2	unknown	1.81	ok	unknown
AUFLIRA/FFT/smtlib.922994.smt2	unknown	2.21	ok	unknown
AUFLIRA/FFT/smtlib.926730.smt2	unknown	4.11	ok	unknown
AUFLIRA/FFT/smtlib.947473.smt2	unknown	10.72	ok	unknown
AUFLIRA/FFT/smtlib.951745.smt2	unknown	3.71	ok	unsat
AUFLIRA/FFT/smtlib.955738.smt2	unknown	8.12	ok	unknown
AUFLIRA/misc/list4.smt2	unknown	0.31	ok	sat
AUFLIRA/why/smtlib000785.smt2	unsat	1.41	ok	unsat
AUFLIRA/why/smtlib0038be.smt2	unsat	0.61	ok	unsat
AUFLIRA/why/smtlib009aaf.smt2	unknown	24.33	ok	unknown
AUFLIRA/why/smtlib00eff8.smt2	unknown	25.13	ok	unsat
AUFLIRA/why/smtlib016c3c.smt2	unsat	0.51	ok	unsat
AUFLIRA/why/smtlib024227.smt2	unknown	14.02	ok	unsat
AUFLIRA/why/smtlib02f905.smt2	unknown	4.21	ok	unsat
AUFLIRA/why/smtlib032bc1.smt2	unknown	13.12	ok	unsat
AUFLIRA/why/smtlib0414d8.smt2	unsat	0.91	ok	unsat
AUFLIRA/why/smtlib0442ea.smt2	unsat	0.71	ok	unsat
AUFLIRA/why/smtlib04763c.smt2	unsat	0.51	ok	unsat
AUFLIRA/why/smtlib04ef21.smt2	unsat	0.41	ok	unsat
AUFLIRA/why/smtlib05f5e9.smt2	unsat	0.51	ok	unsat
AUFLIRA/why/smtlib0625aa.smt2	unsat	0.92	ok	unsat
AUFLIRA/why/smtlib069642.smt2	unsat	0.72	ok	unsat
